xi_d_true,dtheta_deg,depth_frac,s_bar_true_pct,sigma_rel,mass_coupling,m0_matched,modes_used_all,modes_used_mgt0,n_obs_mgt0,n_par_mgt0,dof_mgt0,xi_hat_3d,s_hat_3d_pct,err_xi_mm_3d,err_s_pp_3d,w_hat_mm_3d,chi2_3d,boundary_hit_3d,crlb_xi_mm_mgt0,xi_hat_3d_mgt0,err_xi_mm_3d_mgt0,penalty_over_crlb_mgt0,err_s_pp_3d_mgt0,chi2_3d_mgt0,boundary_hit_3d_mgt0,err_xi_mm_samemodel,err_s_pp_samemodel,chi2_samemodel,model_form_penalty_xi_mm
0.2,15.0,0.5,0.7291666666666672,0.0003,exact,False,m2+m3,m2+m3,2,2,0,,,,,,,,1.6161668110493808,0.21845350877242492,0.3904762456245111,0.24160640037582135,0.17287227700118935,8.359070939180712e-30,False,-1.4682699500667695e-14,-2.220446049250313e-16,1.88079096131566e-29,0.39047624562449645
0.2,30.0,0.5,1.4583333333333344,0.0003,exact,False,m2+m3,m2+m3,2,2,0,,,,,,,,0.8083434050861792,0.2708146183923727,1.4984373251826062,1.8537138000437507,0.656458582017732,3.3436283756722847e-29,False,-4.111155860186955e-15,-2.220446049250313e-16,4.179535469590356e-29,1.498437325182602
0.2,60.0,0.5,2.9166666666666687,0.0003,exact,False,m2+m3,m2+m3,2,2,0,,,,,,,,0.4044435181921661,0.3080100295703758,2.2854922257091523,5.650955258042312,1.8390714405361388,0.0,False,2.9365399001335394e-15,0.0,0.0,2.2854922257091492
0.5,15.0,0.5,0.7291666666666665,0.0003,exact,True,m0+m1+m2+m3,m1+m2+m3,3,3,0,0.4521667813297518,0.8355434721312927,-1.012150907062452,0.10637680546462613,7.999999999999998,7.996068821348233,False,0.6528572178007419,0.45084068475911754,-1.040211110497073,1.5933209929135763,0.040307664488999806,0.05445338495227778,False,0.0,-2.220446049250313e-16,1.1963920281702394e-28,1.040211110497073
0.5,30.0,0.5,1.458333333333333,0.0003,exact,False,m2+m3,m2+m3,2,2,0,,,,,,,,0.5417837578912703,0.409821419698696,-1.9081787591755925,3.5220302037155973,0.2092784885541481,8.359070939180712e-30,False,0.0,-2.220446049250313e-16,2.716698055233731e-29,1.9081787591755925
0.5,60.0,0.5,2.916666666666666,0.0003,exact,False,m2+m3,m2+m3,2,2,0,,,,,,,,0.2700497072737056,0.3946874790160887,-2.2284129440195635,8.251862097969182,0.8910953267939816,2.6749027005378278e-28,False,-2.3492319201068313e-15,0.0,1.3792467049648173e-27,2.2284129440195612
0.8,15.0,0.5,0.7291666666666665,0.0003,exact,True,m0+m1+m2+m3,m1+m2+m3,3,3,0,0.9833058944184679,0.8450537759322326,3.878752725894781,0.11588710926556611,1.5000000000000886,23.257843505903523,False,0.47125365766966143,0.9999999999999999,4.231999999999997,8.980301650977395,0.7265924267397621,0.019707589143869733,True,-3.054001496138881e-14,-5.10702591327572e-15,6.924445389243823e-27,4.2319999999999665
0.8,30.0,0.5,1.458333333333333,0.0003,exact,True,m0+m1+m2+m3,m1+m2+m3,3,3,0,0.9999999999999488,1.958804414662704,4.231999999998917,0.5004710813293709,1.5000000000030995,182.67207391514418,True,0.2372206502096175,0.9999999999999999,4.231999999999997,17.839930867150205,1.1061595457601774,1.5712169046362614,True,-1.879385536085465e-14,-1.2434497875801753e-14,5.078135595552282e-27,4.231999999999978
0.8,60.0,0.5,2.916666666666666,0.0003,exact,True,m0+m2+m3,m2+m3,2,2,0,0.9999999999999999,3.1221803133614023,4.231999999999997,0.20551364669473626,1.5000000000000044,1067.4879362720862,True,0.12771119136278192,0.9999999999999999,4.231999999999997,33.1372681974158,4.551896308878896,0.2713165961281932,True,5.638156608256396e-14,4.884981308350689e-14,4.462824383719191e-25,4.231999999999941
