rail,mode,f_Hz,mass_total_g,ndof,phi2_max_all_per_kg,phi2_max_surface_per_kg,m_eff_all_g,m_eff_surface_g,antinode_r_mm,antinode_z_mm,phi2_max_all_times_mass,config,bc,mesh_size_mm,m_limit_all_half_floor_0p05pct_mg,m_limit_surface_half_floor_0p05pct_mg,m_limit_all_half_floor_0p05pct_pct_of_part,m_limit_all_floor_0p1pct_mg,m_limit_surface_floor_0p1pct_mg,m_limit_all_floor_0p1pct_pct_of_part,m_limit_all_half_tight_0p015pct_mg,m_limit_surface_half_tight_0p015pct_mg,m_limit_all_half_tight_0p015pct_pct_of_part,dff_pct_all_0p2g,dff_pct_surface_0p2g,dff_pct_all_0p5g,dff_pct_surface_0p5g,dff_pct_all_2g,dff_pct_surface_2g,mass_norm_dev,mode_kind,eb_tip_anchor_per_kg
vane_coupon,0,886.8691796311269,0.9840000000000001,55080,4075.955283240099,4075.955283240099,0.24534125879935315,0.24534125879935315,30.0,-0.5,4.0107399987082575,asbuilt_30x4.1x1.0,root clamp,,0.24534125879935315,0.24534125879935315,0.024933054756031824,0.4906825175987063,0.4906825175987063,0.04986610951206365,0.07360237763980594,0.07360237763980594,0.0074799164268095466,40.75955283240099,40.75955283240099,101.89888208100248,101.89888208100248,407.59552832400993,407.59552832400993,,flap,4187.827760339663
vane_coupon,1,3573.1539139329925,0.9840000000000001,55080,4036.423051774174,4036.423051774174,0.2477441009461233,0.2477441009461233,30.06996009308958,0.0,3.9718402829457875,asbuilt_30x4.1x1.0,root clamp,,0.2477441009461233,0.2477441009461233,0.02517724603111009,0.4954882018922466,0.4954882018922466,0.05035449206222018,0.07432323028383699,0.07432323028383699,0.007553173809333026,40.36423051774174,40.36423051774174,100.91057629435436,100.91057629435436,403.6423051774174,403.6423051774174,,edge,4187.827760339663
vane_coupon,2,5528.649725065963,0.9840000000000001,55080,4071.9516542169486,4071.9516542169486,0.24558248351607792,0.24558248351607792,30.0,-0.5,4.006800427749478,asbuilt_30x4.1x1.0,root clamp,,0.24558248351607792,0.24558248351607792,0.024957569463016045,0.49116496703215584,0.49116496703215584,0.04991513892603209,0.07367474505482337,0.07367474505482337,0.007487270838904813,40.71951654216949,40.71951654216949,101.79879135542372,101.79879135542372,407.19516542169487,407.19516542169487,,flap,4187.827760339663
vane_coupon,3,11466.384031940263,0.9840000000000001,55080,6299.557563630238,6299.557563630238,0.15874130681389173,0.15874130681389173,30.06996009308958,0.5,6.198764642612155,asbuilt_30x4.1x1.0,root clamp,,0.15874130681389176,0.15874130681389176,0.016132246627428022,0.3174826136277835,0.3174826136277835,0.032264493254856044,0.04762239204416752,0.04762239204416752,0.004839673988228406,62.995575636302384,62.995575636302384,157.48893909075596,157.48893909075596,629.9557563630239,629.9557563630239,,flap,4187.827760339663
vane_coupon,4,15367.797331921469,0.9840000000000001,55080,4080.227395743123,4080.227395743123,0.24508437962141374,0.24508437962141374,30.0,0.5,4.014943757411233,asbuilt_30x4.1x1.0,root clamp,,0.24508437962141377,0.24508437962141377,0.02490694914851766,0.49016875924282755,0.49016875924282755,0.04981389829703532,0.07352531388642412,0.07352531388642412,0.007472084744555296,40.80227395743123,40.80227395743123,102.00568489357809,102.00568489357809,408.02273957431237,408.02273957431237,,flap,4187.827760339663
vane_coupon,5,20728.154421471594,0.9840000000000001,55080,3976.145512935154,3976.145512935154,0.2514998499795369,0.2514998499795369,30.06996009308958,0.0,3.9125271847281917,asbuilt_30x4.1x1.0,root clamp,,0.2514998499795369,0.2514998499795369,0.02555892784344887,0.5029996999590738,0.5029996999590738,0.05111785568689774,0.07544995499386106,0.07544995499386106,0.00766767835303466,39.76145512935154,39.76145512935154,99.40363782337886,99.40363782337886,397.61455129351543,397.61455129351543,,edge,4187.827760339663
vane_coupon,6,29810.96550687252,0.9840000000000001,55080,4104.495801584675,4104.495801584675,0.24363528392791078,0.24363528392791078,30.0,0.5,4.03882386875932,asbuilt_30x4.1x1.0,root clamp,,0.24363528392791078,0.24363528392791078,0.024759683326007195,0.48727056785582157,0.48727056785582157,0.04951936665201439,0.07309058517837322,0.07309058517837322,0.007427904997802156,41.04495801584675,41.04495801584675,102.61239503961687,102.61239503961687,410.4495801584675,410.4495801584675,,flap,4187.827760339663
vane_coupon,7,34628.98595155719,0.9840000000000001,55080,6550.81698161787,6550.81698161787,0.15265271534925828,0.15265271534925828,30.06996009308958,-0.5,6.446003909911984,asbuilt_30x4.1x1.0,root clamp,,0.15265271534925828,0.15265271534925828,0.015513487332241694,0.30530543069851657,0.30530543069851657,0.031026974664483387,0.04579581460477748,0.04579581460477748,0.004654046199672508,65.5081698161787,65.5081698161787,163.77042454044675,163.77042454044675,655.081698161787,655.081698161787,,flap,4187.827760339663
vane_coupon,8,41020.27482850164,0.9840000000000001,55080,2039.0678409105153,2039.0678409105153,0.4904201713825593,0.4904201713825593,30.0,0.0,2.0064427554559474,asbuilt_30x4.1x1.0,root clamp,,0.4904201713825593,0.4904201713825593,0.04983944831123569,0.9808403427651186,0.9808403427651186,0.09967889662247138,0.14712605141476778,0.14712605141476778,0.014951834493370708,20.390678409105153,20.390678409105153,50.97669602276288,50.97669602276288,203.90678409105152,203.90678409105152,,axial,4187.827760339663
vane_coupon,9,48649.36095362651,0.9840000000000001,55080,4147.7599204674225,4147.7599204674225,0.24109399270324866,0.24109399270324866,30.0,-0.5,4.081395761739944,asbuilt_30x4.1x1.0,root clamp,,0.24109399270324866,0.24109399270324866,0.02450142202268787,0.4821879854064973,0.4821879854064973,0.04900284404537574,0.07232819781097459,0.07232819781097459,0.007350426606806361,41.47759920467423,41.47759920467423,103.69399801168558,103.69399801168558,414.7759920467423,414.7759920467423,,flap,4187.827760339663
