rho,crlb_xi_mm_default,crlb_s_pp_default,crlb_xi_mm_freq_only,crlb_xi_mm_freq_plus_split,split_gain_pct
0.0,0.27928623124259694,0.3260188344244102,3.7514790433282488,1.9961314718188314,46.79081373601657
0.3,0.24966594154158786,0.33700994341297097,3.31320629897158,1.9311196041311953,41.71447746158713
0.6,0.21577072165559785,0.34686330334551485,2.805348633325822,1.6418579114298841,41.474015317539546
