xi_d,s_bar,sigma_rel,f_max_kHz,set,model,n_obs,det_F,sigma_min,cond2,crlb_xi_mm,crlb_s_pp,labels,pool_ms,mass_coupling
0.95,0.01,0.0001,20.0,freq_only,pocket,3,2123086.603457158,4.632755722438828,67.88988181331561,4.565655674387848,0.6872961586537736,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.01,0.0001,20.0,freq_plus_splitting,pocket,6,9734539.949421387,5.584589415446413,100.04035360939378,3.7865595797328915,0.6668278639992093,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.01,0.0003,20.0,default_m0_3,gaussian_radial,4,35504037.130841374,4.301941133744242,321.96594864692554,4.912825327147518,1.1389978794380746,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.01,0.0003,20.0,d_optimal_4,gaussian_radial,4,174486160.32271242,5.551704928473252,428.5758962775873,3.8073812665398377,0.8322850521541435,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.0003,20.0,all_measurable,gaussian_radial,5,221745661.30721924,6.233949000722713,383.1784492726517,3.390684928185364,0.7430803361662428,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.0003,20.0,freq_only,pocket,3,26210.945721693275,1.5442519074796095,67.88988181331561,13.696967023163557,2.0618884759613225,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.01,0.0003,20.0,freq_plus_splitting,pocket,6,120179.50554841183,1.8615298051488045,100.04035360939376,11.359678739198694,2.0004835919976314,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.01,0.001,20.0,default_m0_3,gaussian_radial,4,287582.7007597887,1.2905823401232706,321.96594864692605,16.376084423825816,3.796659598127092,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.01,0.001,20.0,d_optimal_4,gaussian_radial,4,1413337.8986139987,1.6655114785419782,428.5758962775865,12.691270888465993,2.7742835071804492,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.001,20.0,all_measurable,gaussian_radial,5,1796139.8565885467,1.8701847002168135,383.1784492726517,11.30228309395098,2.476934453887425,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.001,20.0,freq_only,pocket,3,212.3086603457156,0.46327557224388277,67.88988181331563,45.656556743878525,6.872961586537742,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.01,0.001,20.0,freq_plus_splitting,pocket,6,973.4539949421397,0.5584589415446414,100.04035360939378,37.8655957973289,6.668278639992091,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.01,0.003,20.0,default_m0_3,gaussian_radial,4,3550.4037130838756,0.43019411337442454,321.96594864692526,49.128253271476964,11.389978794381161,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.01,0.003,20.0,d_optimal_4,gaussian_radial,4,17448.616032272217,0.5551704928473263,428.57589627758625,38.073812665397284,8.322850521541197,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.003,20.0,all_measurable,gaussian_radial,5,22174.566130720643,0.623394900072269,383.17844927265315,33.90684928185458,7.430803361662637,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.01,0.003,20.0,freq_only,pocket,3,2.6210945721693295,0.15442519074796093,67.88988181331561,136.96967023163552,20.618884759613223,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.01,0.003,20.0,freq_plus_splitting,pocket,6,12.017950554841194,0.1861529805148805,100.04035360939375,113.59678739198688,20.004835919976305,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.05,0.0001,20.0,default_m0_3,gaussian_radial,4,71895675189.94687,62.753131026565754,68.08956885912689,0.3275216884765172,0.37966595981271006,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.05,0.0001,20.0,d_optimal_4,gaussian_radial,4,353334474653.49884,81.22549060919812,90.09658300662232,0.2538254177693201,0.2774283507180452,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.0001,20.0,all_measurable,gaussian_radial,5,449034964147.1141,91.19727400657328,80.57055689416352,0.2260456618790251,0.24769344538874855,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.0001,20.0,freq_only,pocket,3,81182830.7627075,24.691290290121035,14.778982147255812,0.8501053645831687,0.5807676731658586,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.05,0.0001,20.0,freq_plus_splitting,pocket,6,375302474.1299519,30.616873861107305,20.6665995244764,0.6816956334586187,0.5603575450492763,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.05,0.0003,20.0,default_m0_3,gaussian_radial,4,887600928.2709888,20.917710342188627,68.08956885912673,0.9825650654295294,1.1389978794381046,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.05,0.0003,20.0,d_optimal_4,gaussian_radial,4,4362154008.067835,27.075163536399433,90.09658300662211,0.7614762533079655,0.8322850521541412,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.0003,20.0,all_measurable,gaussian_radial,5,5543641532.680472,30.39909133552446,80.57055689416343,0.6781369856370727,0.7430803361662428,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.0003,20.0,freq_only,pocket,3,1002257.1699099696,8.230430096707014,14.778982147255807,2.550316093749507,1.7423030194975764,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.05,0.0003,20.0,freq_plus_splitting,pocket,6,4633363.87814759,10.205624620369104,20.666599524476396,2.045086900375852,1.6810726351478258,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.05,0.001,20.0,default_m0_3,gaussian_radial,4,7189567.5189948585,6.275313102656581,68.08956885912681,3.275216884765129,3.7966595981270523,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.05,0.001,20.0,d_optimal_4,gaussian_radial,4,35333447.46534872,8.1225490609198,90.09658300662245,2.5382541776932444,2.7742835071804994,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.001,20.0,all_measurable,gaussian_radial,5,44903496.41471185,9.119727400657322,80.57055689416356,2.260456618790239,2.4769344538874725,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.001,20.0,freq_only,pocket,3,8118.283076270757,2.469129029012105,14.7789821472558,8.501053645831684,5.807676731658585,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.05,0.001,20.0,freq_plus_splitting,pocket,6,37530.24741299529,3.0616873861107314,20.666599524476393,6.816956334586186,5.6035754504927615,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.95,0.05,0.003,20.0,default_m0_3,gaussian_radial,4,88760.09282709722,2.0917710342188607,68.0895688591268,9.825650654295368,11.389978794381133,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.95,0.05,0.003,20.0,d_optimal_4,gaussian_radial,4,436215.4008068001,2.7075163536399365,90.09658300662235,7.6147625330795075,8.322850521541254,m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.003,20.0,all_measurable,gaussian_radial,5,554364.1532680271,3.0399091335524444,80.57055689416346,6.781369856370844,7.430803361662557,m0n0|m1n0|m2n0|m3n0|m4n0,0|1|2|3|4,None
0.95,0.05,0.003,20.0,freq_only,pocket,3,100.22571699099696,0.8230430096707015,14.778982147255801,25.50316093749506,17.423030194975762,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.95,0.05,0.003,20.0,freq_plus_splitting,pocket,6,463.3363878147561,1.0205624620369105,20.666599524476393,20.45086900375857,16.810726351478294,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,1387882753413.916,81.91874833281919,175.5536136879688,0.25822490679346594,0.031131766376072165,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,2425881783694.927,125.2347915036769,99.30813421338247,0.16891494238676644,0.020604064484853944,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.01,0.0001,25.6,all_measurable,gaussian_radial,8,3763876133706.733,126.5313088786027,121.17740845275725,0.16718538972306868,0.01963961856627787,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.01,0.0001,25.6,freq_only,pocket,3,56430589.657186225,6.918301785707734,156.94890460112617,3.0564773191787395,0.5404718305042073,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,1291362497.230066,27.893200545760948,46.18781166428707,0.7578408272851194,0.1788902682985531,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,17134354980.418634,27.30624944427305,175.55361368796898,0.7746747203803995,0.09339529912821672,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,29949157823.394226,41.74493050122564,99.30813421338247,0.5067448271602991,0.06181219345456182,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.01,0.0003,25.6,all_measurable,gaussian_radial,8,46467606588.97179,42.17710295953423,121.17740845275728,0.5015561691692072,0.058918855698833754,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.01,0.0003,25.6,freq_only,pocket,3,696673.9463850129,2.306100595235912,156.94890460112615,9.169431957536233,1.6214154915126244,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,15942746.879383512,9.297733515253652,46.18781166428703,2.2735224818553577,0.536670804895659,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,138788275.34139198,8.191874833281927,175.55361368796864,2.582249067934658,0.3113176637607215,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,242588178.3694933,12.523479150367693,99.30813421338246,1.6891494238676628,0.20604064484853932,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.01,0.001,25.6,all_measurable,gaussian_radial,8,376387613.3706743,12.653130887860272,121.17740845275723,1.6718538972306851,0.19639618566277853,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.01,0.001,25.6,freq_only,pocket,3,5643.058965718597,0.6918301785707738,156.9489046011261,30.564773191787467,5.404718305042086,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.01,0.001,25.6,freq_plus_splitting,pocket,6,129136.24972300604,2.7893200545760943,46.18781166428708,7.578408272851202,1.7889026829855326,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,1713435.4980418803,2.730624944427306,175.5536136879689,7.746747203803969,0.9339529912821639,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,2994915.7823394146,4.174493050122563,99.3081342133825,5.067448271602996,0.6181219345456188,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.01,0.003,25.6,all_measurable,gaussian_radial,8,4646760.658897191,4.217710295953424,121.17740845275725,5.0155616916920644,0.5891885569883366,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.01,0.003,25.6,freq_only,pocket,3,69.66739463850168,0.23061005952359123,156.94890460112606,91.69431957536213,16.214154915126212,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.01,0.003,25.6,freq_plus_splitting,pocket,6,1594.2746879383499,0.9297733515253651,46.187811664287025,22.735224818553593,5.366708048956595,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,34697068835347.848,406.5874693533409,35.63185348638083,0.05164498135869329,0.03113176637607223,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,60647044592373.07,621.9650411409398,20.13134868578706,0.03378298847735329,0.02060406448485395,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.05,0.0001,25.6,all_measurable,gaussian_radial,8,94096903342668.17,628.5192268274271,24.55559888102183,0.033437077944613744,0.019639618566277876,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.05,0.0001,25.6,freq_only,pocket,3,1400896018.5885372,33.94283546584656,32.48678338217005,0.613022530499372,0.542974723471548,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,32295684713.170353,136.27706049975433,9.676687894000418,0.1514326165958703,0.1790238033413353,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,428358874510.4652,135.52915645111366,35.63185348638081,0.15493494407608002,0.0933952991282168,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,748728945584.8545,207.32168038031318,20.131348685787074,0.10134896543205985,0.061812193454561834,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.05,0.0003,25.6,all_measurable,gaussian_radial,8,1161690164724.3013,209.50640894247564,24.555598881021844,0.10031123383384119,0.0589188556988336,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.05,0.0003,25.6,freq_only,pocket,3,17295012.57516704,11.31427848861552,32.48678338217006,1.83906759149812,1.6289241704146478,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,398712156.95272136,45.42568683325146,9.676687894000413,0.4542978497876106,0.5370714100240056,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,3469706883.5347695,40.658746935334115,35.6318534863808,0.5164498135869336,0.3113176637607226,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,6064704459.237324,62.19650411409396,20.131348685787067,0.3378298847735329,0.20604064484853946,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.05,0.001,25.6,all_measurable,gaussian_radial,8,9409690334.266777,62.851922682742696,24.555598881021837,0.3343707794461378,0.19639618566277892,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.05,0.001,25.6,freq_only,pocket,3,140089.60185885557,3.394283546584654,32.486783382170074,6.13022530499368,5.429747234715444,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.05,0.001,25.6,freq_plus_splitting,pocket,6,3229568.471317044,13.627706049975433,9.676687894000414,1.5143261659587017,1.7902380334133519,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.2,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,42835887.45104664,13.552915645111367,35.63185348638082,1.5493494407608004,0.9339529912821678,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.2,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,74872894.55848512,20.73216803803132,20.131348685787067,1.0134896543205993,0.6181219345456189,m0n0|m1n0|m3n0|m4n0,0|1|2|3|4,None
0.2,0.05,0.003,25.6,all_measurable,gaussian_radial,8,116169016.4724296,20.950640894247563,24.555598881021837,1.0031123383384135,0.5891885569883369,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.2,0.05,0.003,25.6,freq_only,pocket,3,1729.5012575167334,1.1314278488615526,32.486783382170024,18.39067591498105,16.28924170414634,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.2,0.05,0.003,25.6,freq_plus_splitting,pocket,6,39871.2156952721,4.542568683325145,9.676687894000413,4.5429784978761045,5.370714100240056,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,667464179369.896,121.65415578688514,55.20266990741651,0.17391405195752482,0.019744999292846493,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,3994331085051.713,167.42818621007746,71.29595409321728,0.12638109667397598,0.008851369777876327,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.0001,25.6,all_measurable,gaussian_radial,8,9507289219102.275,204.81766171258647,73.5010503590059,0.10330997269256063,0.007122147407936399,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.0001,25.6,freq_only,pocket,3,21037040.090852372,11.087863672741555,37.307535606624874,1.9073496215015935,0.383858319528069,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,100142646.58299752,20.5375438245901,23.72534443474602,1.030134393989859,0.22386970782041216,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,8240298510.739476,40.55138526229505,55.20266990741651,0.5217421558725744,0.05923499787853948,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,49312729445.08282,55.80939540335915,71.2959540932173,0.379143290021928,0.026554109333628974,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.0003,25.6,all_measurable,gaussian_radial,8,117373940976.57117,68.27255390419553,73.50105035900584,0.3099299180776819,0.021366442223809196,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.0003,25.6,freq_only,pocket,3,259716.54433151137,3.695954557580519,37.307535606624874,5.722048864504779,1.1515749585842068,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,1236328.9701604617,6.845847941530034,23.725344434746013,3.090403181969578,0.6716091234612365,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,66746417.936989546,12.165415578688513,55.20266990741652,1.7391405195752483,0.19744999292846493,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,399433108.50517094,16.742818621007746,71.29595409321726,1.26381096673976,0.08851369777876326,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.001,25.6,all_measurable,gaussian_radial,8,950728921.9102267,20.481766171258652,73.50105035900587,1.0330997269256061,0.07122147407936398,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.001,25.6,freq_only,pocket,3,2103.7040090852392,1.1087863672741558,37.30753560662487,19.073496215015936,3.8385831952806906,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.01,0.001,25.6,freq_plus_splitting,pocket,6,10014.264658299742,2.05375438245901,23.72534443474602,10.301343939898592,2.2386970782041216,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,824029.8510739454,4.055138526229505,55.20266990741651,5.2174215587257455,0.5923499787853949,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,4931272.944508295,5.580939540335918,71.29595409321722,3.79143290021928,0.26554109333628984,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.003,25.6,all_measurable,gaussian_radial,8,11737394.097657148,6.82725539041955,73.50105035900589,3.099299180776818,0.21366442223809193,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.01,0.003,25.6,freq_only,pocket,3,25.971654433151112,0.36959545575805186,37.307535606624874,57.22048864504781,11.515749585842071,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.01,0.003,25.6,freq_plus_splitting,pocket,6,123.63289701604627,0.6845847941530033,23.725344434746017,30.904031819695778,6.7160912346123665,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,16686604484247.375,606.4477710131556,11.107010381098279,0.03478281039150495,0.019744999292846493,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,99858277126292.67,836.909911510213,14.267064082701104,0.025276219334795198,0.008851369777876327,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.0001,25.6,all_measurable,gaussian_radial,8,237682230477557.38,1023.7466154671724,14.710024606885714,0.020661994538512123,0.007122147407936399,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.0001,25.6,freq_only,pocket,3,511280728.3086816,55.550630616807844,7.3274307830936865,0.375147904332825,0.39713713675047146,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,2595660456.504261,105.56647652594448,4.571638564696678,0.1996131471818831,0.2243740944980877,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,206007462768.48657,202.1492570043852,11.10701038109828,0.10434843117451487,0.05923499787853947,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,1232818236127.073,278.96997050340434,14.267064082701102,0.0758286580043856,0.02655410933362898,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.0003,25.6,all_measurable,gaussian_radial,8,2934348524414.285,341.2488718223907,14.710024606885721,0.06198598361553636,0.021366442223809196,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.0003,25.6,freq_only,pocket,3,6312107.756897307,18.51687687226929,7.327430783093682,1.1254437129984751,1.1914114102514144,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,32045190.821040217,35.18882550864816,4.571638564696679,0.5988394415456494,0.6731222834942633,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,1668660448.424742,60.644777101315555,11.107010381098283,0.3478281039150496,0.1974499929284649,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,9985827712.629295,83.69099115102131,14.2670640827011,0.25276219334795197,0.08851369777876326,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.001,25.6,all_measurable,gaussian_radial,8,23768223047.75572,102.37466154671722,14.710024606885716,0.2066199453851212,0.07122147407936398,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.001,25.6,freq_only,pocket,3,51128.072830868296,5.5550630616807855,7.327430783093685,3.7514790433282488,3.9713713675047133,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.05,0.001,25.6,freq_plus_splitting,pocket,6,259566.0456504254,10.556647652594448,4.57163856469668,1.9961314718188314,2.2437409449808774,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.5,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,20600746.27684864,20.214925700438513,11.107010381098283,1.043484311745149,0.5923499787853949,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.5,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,123281823.61270718,27.89699705034043,14.267064082701102,0.758286580043856,0.26554109333628984,m0n0|m1n0|m0n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.003,25.6,all_measurable,gaussian_radial,8,293434852.44142824,34.124887182239064,14.710024606885723,0.6198598361553637,0.21366442223809193,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.5,0.05,0.003,25.6,freq_only,pocket,3,631.2107756897301,1.851687687226928,7.327430783093686,11.254437129984753,11.914114102514144,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.5,0.05,0.003,25.6,freq_plus_splitting,pocket,6,3204.519082104019,3.518882550864816,4.571638564696679,5.9883944154564945,6.731222834942632,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.8,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,66489672630.66004,45.423399224502695,124.97347183905609,0.46583619337292453,0.019310595812931996,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
0.8,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,7036123150130.975,295.5426703466492,30.36870899457679,0.0715928515877217,0.01173650079173362,m3n0|m4n0|m0n1|m1n1,0|1|2|3|4,None
0.8,0.01,0.0001,25.6,all_measurable,gaussian_radial,8,10356280131180.68,307.72618345374514,33.98388250266909,0.06875680575327803,0.010426424007519648,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,None
0.8,0.01,0.0001,25.6,freq_only,pocket,3,25277225.698694263,17.964495557524963,15.578823235944682,1.1766508352511886,0.4384656226489635,eta_m1|eta_m2|eta_m3,0|1|2|3|4,None
0.8,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,130792548.78558068,19.215975349698358,30.97181351351845,1.100674808714712,0.22900088468640242,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,None
0.8,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,820860155.9340736,15.141133074834231,124.9734718390561,1.3975085801187734,0.05793178743879599,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,None
