a_bar,J,d0_equiv_Lc_h,nd_c_theta_dimarogonas,nd_c_theta_tada,c_tada_over_dimarogonas,ratio_f1_spring_dim,ratio_f2_spring_dim,ratio_f3_spring_dim,ratio_f1_spring_tada,ratio_f2_spring_tada,ratio_f3_spring_tada,ratio_f1_2d_stress,ratio_f2_2d_stress,ratio_f3_2d_stress,ratio_f1_2d_strain,ratio_f2_2d_strain,ratio_f3_2d_strain,shift_f1_pct_spring_dim,shift_f1_pct_spring_tada,shift_f1_pct_2d_stress,conv_factor_f1,hinge_factor_f1,total_factor_f1,shift_f2_pct_spring_dim,shift_f2_pct_spring_tada,shift_f2_pct_2d_stress,conv_factor_f2,hinge_factor_f2,total_factor_f2,shift_f3_pct_spring_dim,shift_f3_pct_spring_tada,shift_f3_pct_2d_stress,conv_factor_f3,hinge_factor_f3,total_factor_f3,plane_rel_diff_shift_f1_pct,plane_rel_diff_shift_f2_pct,gauss_dmax_matched_2d,gauss_shift_f1_pct,gauss_shift_f2_pct,gauss_shift_f3_pct,gauss_ratio_m2_over_m1_pct,crack2d_ratio_m2_over_m1_pct
0.1,0.016004947686000005,0.07881854268577237,0.002852081677645201,0.0035371070657913306,1.2401843514915447,0.9970112106407251,0.9999721797381503,0.9991151367805687,0.9962973213246376,0.9999655447182251,0.9989039576746842,0.9964781517091464,0.9999680881115182,0.998964942620164,0.9964651560477488,0.9999672805387957,0.99896745310004,0.2988789359274935,0.37026786753624474,0.35218482908535576,1.2388556804353381,0.9511622799698684,1.1783527935564988,0.0027820261849664796,0.0034455281774925517,0.0031911888481839235,1.2384959552543056,0.9261827748296864,1.1470736204527758,0.08848632194312644,0.10960423253157936,0.10350573798360019,1.2386573441489206,0.9443589503149702,1.1697371493204034,0.36900116996592125,2.5306328170822567,0.015515466378823901,0.3521844806150698,0.07958192419438292,0.11546672894902077,22.596658448832756,0.9061119573127623
0.3,0.140262773634,0.4285207425567231,0.024994826261578805,0.0313336020141019,1.2536035132305299,0.974681723889243,0.9997664814552925,0.9925444448128515,0.9685600743810521,0.9997107552698887,0.9907566312722192,0.9681359640224569,0.9997002971643579,0.9906718131110223,0.9680749756394638,0.9996936382939101,0.9907108539796642,2.5318276110756988,3.143992561894793,3.186403597754306,1.2417877694915427,1.0134895471361909,1.2585389241412441,0.023351854470754496,0.028924473011127105,0.029970283564206834,1.2386370875748507,1.0361565983476142,1.2834219912487532,0.7455555187148466,0.9243368727780754,0.9328186888977741,1.2397961648401499,1.0091761092405702,1.2511726698847632,0.1914019399054112,2.2218243059169085,0.1346096347111047,3.1864035316082506,0.7096528416947412,1.2690412813794794,22.27127966232711,0.9405677166988233
0.5,0.49836171875,0.7270922420917183,0.08880805828125002,0.11262898131111669,1.2682292968778486,0.917844862651161,0.9992602841801383,0.9762148573836448,0.8990371613227734,0.9990983795287514,0.9709621070788039,0.8972063932532037,0.9990142479972544,0.9700210979023872,0.8970471590866355,0.998993788005812,0.9701569365289263,8.215513734883896,10.096283867722654,10.279360674679626,1.2289290960409232,1.0181330883080912,1.251213375863816,0.07397158198616527,0.09016204712486431,0.09857520027456435,1.2188741230615712,1.0933114699364441,1.3326090591519406,2.3785142616355226,2.9037892921196073,2.997890209761278,1.2208416568933638,1.032406248585958,1.260404555110743,0.15490668302018396,2.0755718867842,0.3917238674603345,10.279346624088992,2.203970096565133,4.06357879941287,21.44076055768243,0.9589623654064128
0.6,0.9249443343359998,0.8317844157665796,0.1648250803786752,0.20978712496166746,1.2727864259474033,0.8615580437661264,0.9987842215264556,0.9607563040322411,0.8327685853185748,0.9985506867529405,0.9531746959796371,0.8311167045055292,0.9984006883516338,0.9509797567970234,0.8308784819132493,0.9983683027294714,0.951206698048028,13.844195623387357,16.723141468142522,16.88832954944708,1.2079532768152805,1.009877814023115,1.2198852146322743,0.12157784735443711,0.1449313247059547,0.15993116483662417,1.1920866165974708,1.1034961914624186,1.3154630413086297,3.9243695967758896,4.682530402036289,4.902024320297659,1.1931930177736763,1.046875065277936,1.2491240183709946,0.14105752234547797,2.0249725683814335,0.586413515319231,16.888255170545463,3.488171538847462,6.511677754329459,20.65442228117874,0.9469922076565607
