xi_d,s_bar,sigma_rel,f_max_kHz,set,model,n_obs,det_F,sigma_min,cond2,crlb_xi_mm,crlb_s_pp,labels,pool_ms,mass_coupling
0.8,0.01,0.0001,25.6,freq_only,pocket,3,25277225.698694263,17.964495557524963,15.578823235944682,1.1766508352511886,0.4384656226489635,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,130792548.78558068,19.215975349698358,30.97181351351845,1.100674808714712,0.22900088468640242,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,5591928605.794737,61.99099897530192,19.45913535618553,0.3410941480859152,0.10304124262462472,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,28969988003.059845,114.95436991201127,12.880217211818549,0.18398770549010157,0.07254584515957618,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.0003,25.6,all_measurable,gaussian_radial,8,83091041474.12659,139.30131566534808,14.85479506707314,0.15184621618920274,0.052024766952273,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.0003,25.6,freq_only,pocket,3,312064.5147986953,5.988165185841655,15.578823235944679,3.5299525057535646,1.31539686794689,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,1614722.8245133397,6.40532511656612,30.971813513518455,3.3020244261441363,0.6870026540592072,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,45294621.70693739,18.59729969259057,19.459135356185538,1.1369804936197172,0.34347080874874897,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,234656902.82478485,34.48631097360337,12.880217211818552,0.613292351633672,0.24181948386525395,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.001,25.6,all_measurable,gaussian_radial,8,673037435.9404233,41.790394699604434,14.854795067073132,0.5061540539640091,0.17341588984090997,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.001,25.6,freq_only,pocket,3,2527.7225698694283,1.7964495557524964,15.578823235944682,11.766508352511885,4.384656226489634,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.01,0.001,25.6,freq_plus_splitting,pocket,6,13079.254878558057,1.9215975349698353,30.97181351351847,11.006748087147123,2.2900088468640245,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,559192.8605794732,6.199099897530192,19.45913535618553,3.4109414808591514,1.030412426246247,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,2896998.8003059924,11.495436991201124,12.880217211818552,1.839877054901016,0.7254584515957618,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.003,25.6,all_measurable,gaussian_radial,8,8309104.147412652,13.930131566534813,14.85479506707313,1.5184621618920275,0.5202476695227299,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.01,0.003,25.6,freq_only,pocket,3,31.206451479869475,0.5988165185841654,15.578823235944682,35.299525057535654,13.1539686794689,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.01,0.003,25.6,freq_plus_splitting,pocket,6,161.4722824513341,0.6405325116566117,30.971813513518473,33.02024426144136,6.8700265405920735,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,12062237907923.49,857.8786245298509,4.71913337052663,0.024113527849659654,0.03480608802427251,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,70671862457345.47,1788.8221362930663,2.6271746643507905,0.011738951990029514,0.022364835252064025,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.0001,25.6,all_measurable,gaussian_radial,8,183943438216861.9,2175.3711022732714,2.865995075728057,0.00965963447933487,0.016925340905191037,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.0001,25.6,freq_only,pocket,3,651563513.0763763,79.39270618129531,4.049646988320462,0.25724072730829217,0.4531274064978626,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,3689449605.0122504,92.10486745992135,7.160042949479637,0.22694110966126071,0.22698391461976425,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,148916517381.77185,285.9595415099503,4.719133370526631,0.07234058354897896,0.10441826407281753,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,872492129103.0325,596.2740454310222,2.6271746643507896,0.03521685597008854,0.06709450575619205,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.0003,25.6,all_measurable,gaussian_radial,8,2270906644652.6294,725.1237007577572,2.865995075728058,0.02897890343800461,0.0507760227155731,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.0003,25.6,freq_only,pocket,3,8043993.988597228,26.464235393765108,4.04964698832046,0.7717221819248766,1.359382219493588,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,45548760.555706576,30.701622486640453,7.160042949479638,0.6808233289837825,0.6809517438592929,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,1206223790.7923524,85.7878624529851,4.719133370526629,0.24113527849659655,0.3480608802427251,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,7067186245.734566,178.88221362930668,2.6271746643507896,0.11738951990029514,0.22364835252064022,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.001,25.6,all_measurable,gaussian_radial,8,18394343821.68624,217.53711022732716,2.8659950757280575,0.09659634479334872,0.16925340905191036,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.001,25.6,freq_only,pocket,3,65156.351307637575,7.93927061812953,4.049646988320462,2.5724072730829217,4.531274064978626,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.05,0.001,25.6,freq_plus_splitting,pocket,6,368944.96050122404,9.210486745992137,7.160042949479636,2.2694110966126084,2.269839146197643,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.8,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,14891651.738177171,28.59595415099503,4.71913337052663,0.7234058354897897,1.0441826407281753,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.8,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,87249212.91030286,59.62740454310221,2.62717466435079,0.3521685597008855,0.6709450575619207,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.003,25.6,all_measurable,gaussian_radial,8,227090664.46526274,72.51237007577572,2.8659950757280566,0.28978903438004616,0.507760227155731,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.8,0.05,0.003,25.6,freq_only,pocket,3,804.399398859722,2.646423539376511,4.049646988320459,7.717221819248768,13.593822194935882,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.8,0.05,0.003,25.6,freq_plus_splitting,pocket,6,4554.876055570669,3.070162248664046,7.160042949479633,6.808233289837825,6.80951743859293,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,58132915488.60769,55.97726540266238,76.94629179387962,0.3778635454820917,0.05496956668214747,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,352218434124.7983,154.8911716450752,24.737323648430444,0.13658541542940275,0.029045526385635626,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.0001,25.6,all_measurable,gaussian_radial,8,967174189628.842,198.91787474503184,24.854482671575163,0.10633871459451971,0.024169186820774506,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.0001,25.6,freq_only,pocket,3,2123086.603457158,4.632755722438828,67.88988181331561,4.565655674387848,0.6872961586537736,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,9734539.949421387,5.584589415446413,100.04035360939378,3.7865595797328915,0.6668278639992093,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,717690314.6741757,18.659088467554124,76.94629179387964,1.1335906364462736,0.16490870004644215,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,4348375729.935791,51.630390548358406,24.73732364843044,0.4097562462882082,0.08713657915690685,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.0003,25.6,all_measurable,gaussian_radial,8,11940422094.183262,66.30595824834396,24.854482671575163,0.319016143783559,0.0725075604623235,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.0003,25.6,freq_only,pocket,3,26210.945721693275,1.5442519074796095,67.88988181331561,13.696967023163557,2.0618884759613225,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,120179.50554841183,1.8615298051488045,100.04035360939376,11.359678739198694,2.0004835919976314,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,5813291.548860785,5.597726540266238,76.94629179387965,3.778635454820918,0.5496956668214746,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,35221843.41247992,15.489117164507519,24.737323648430436,1.3658541542940277,0.2904552638563562,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.001,25.6,all_measurable,gaussian_radial,8,96717418.96288446,19.891787474503186,24.854482671575166,1.0633871459451971,0.24169186820774508,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.001,25.6,freq_only,pocket,3,212.3086603457156,0.46327557224388277,67.88988181331563,45.656556743878525,6.872961586537742,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.01,0.001,25.6,freq_plus_splitting,pocket,6,973.4539949421397,0.5584589415446414,100.04035360939378,37.8655957973289,6.668278639992091,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,71769.03146741714,1.8659088467554128,76.94629179387962,11.33590636446275,1.6490870004644234,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,434837.57299357874,5.163039054835839,24.73732364843044,4.097562462882083,0.8713657915690688,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.003,25.6,all_measurable,gaussian_radial,8,1194042.2094183252,6.630595824834395,24.854482671575163,3.190161437835592,0.7250756046232352,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.01,0.003,25.6,freq_only,pocket,3,2.6210945721693295,0.15442519074796093,67.88988181331561,136.96967023163552,20.618884759613223,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.01,0.003,25.6,freq_plus_splitting,pocket,6,12.017950554841194,0.1861529805148805,100.04035360939375,113.59678739198688,20.004835919976305,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,2120551814396.342,294.34861840886305,16.80739632144741,0.07129532768192817,0.04798345957462409,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,12301614544932.162,802.2734475671808,5.449243562190488,0.02626775420442562,0.025482652920103134,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.0001,25.6,all_measurable,gaussian_radial,8,31793757830821.848,1033.8176169536125,5.27573622707939,0.02034611845423563,0.02114479718052709,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.0001,25.6,freq_only,pocket,3,81182830.7627075,24.691290290121035,14.778982147255812,0.8501053645831687,0.5807676731658586,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,375302474.1299519,30.616873861107305,20.6665995244764,0.6816956334586187,0.5603575450492763,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,26179652029.58453,98.11620613628767,16.807396321447413,0.2138859830457845,0.14395037872387223,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,151871784505.3357,267.42448252239365,5.449243562190488,0.07880326261327684,0.0764479587603094,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.0003,25.6,all_measurable,gaussian_radial,8,392515528775.5765,344.6058723178708,5.275736227079392,0.06103835536270691,0.06343439154158126,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.0003,25.6,freq_only,pocket,3,1002257.1699099696,8.230430096707014,14.778982147255807,2.550316093749507,1.7423030194975764,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,4633363.87814759,10.205624620369104,20.666599524476396,2.045086900375852,1.6810726351478258,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,212055181.43963477,29.43486184088629,16.807396321447424,0.7129532768192817,0.47983459574624077,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,1230161454.4932196,80.22734475671808,5.449243562190487,0.26267754204425614,0.2548265292010314,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.001,25.6,all_measurable,gaussian_radial,8,3179375783.0821705,103.38176169536122,5.275736227079391,0.20346118454235632,0.21144797180527086,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.001,25.6,freq_only,pocket,3,8118.283076270757,2.469129029012105,14.7789821472558,8.501053645831684,5.807676731658585,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.05,0.001,25.6,freq_plus_splitting,pocket,6,37530.24741299529,3.0616873861107314,20.666599524476393,6.816956334586186,5.6035754504927615,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
0.95,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,2617965.2029584413,9.811620613628765,16.80739632144742,2.138859830457847,1.4395037872387235,m0n0|m1n0|m2n0|m3n0,0|1|2|3|4,exact
0.95,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,15187178.450533556,26.742448252239356,5.449243562190491,0.7880326261327685,0.7644795876030941,m0n0|m1n0|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.003,25.6,all_measurable,gaussian_radial,8,39251552.877557755,34.46058723178708,5.275736227079393,0.6103835536270692,0.6343439154158127,m0n0|m1n0|m2n0|m3n0|m4n0|m0n1|m1n1|m2n1,0|1|2|3|4,exact
0.95,0.05,0.003,25.6,freq_only,pocket,3,100.22571699099696,0.8230430096707015,14.778982147255801,25.50316093749506,17.423030194975762,eta_m1|eta_m2|eta_m3,0|1|2|3|4,exact
0.95,0.05,0.003,25.6,freq_plus_splitting,pocket,6,463.3363878147561,1.0205624620369105,20.666599524476393,20.45086900375857,16.810726351478294,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3|4,exact
