config,n_vane,vane_mode,vane_arc_cells,modulation_depth,wrap_deg,n_theta,n_r,n_dof,mode,rigid,f_Hz,c_rotation,h_index,h_index_raw,deg_protected,m_dominant,m_share,alias_orders,alias_share,psi_deg,purity
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,24,False,10208.761737298539,-4.33680868994202e-18,1,1.0,2,5,0.5910259656431027,1|3|5|7|9|11,0.9999999998934755,13.642690493501044,0.5910259656431027
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,25,False,10275.926001681275,-1.0,2,2.0,1,2,0.7161894742306774,2|6|10,0.9999999998461329,54.81385515633406,0.7161894742306774
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,26,False,11391.39136445647,-1.0,2,2.0,1,6,0.7224242704720406,2|6|10,0.9999999999626167,21.391050805587465,0.7224242704720406
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,27,False,11534.359440639255,-1.0,2,2.0,1,2,0.5743392788707494,2|6|10,0.999999999826173,51.61563483828793,0.5743392788707494
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,28,False,11993.185388141192,3.12250225675825e-17,1,1.0,2,1,0.33027436399277976,1|3|5|7|9|11,0.9999999999585839,118.31582492874374,0.33027436399277976
c4,4,discrete,1,0.962962962962963,60.0,108,18,37596,29,False,11993.185388145745,-2.4286128663675278e-17,1,1.0,2,1,0.3302743640073493,1|3|5|7|9|11,0.9999999999921149,28.31582492845864,0.3302743640073493
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,0,True,0.009356637529329463,0.8754637200739503,1,0.9633365221790082,2,1,0.7416170440610176,1|11,0.7416170440610294,93.29907929665977,0.7416170440610176
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,1,True,0.010300396179888378,0.867969242216159,1,0.99254989696204,2,1,0.8862691427964982,1|11,0.8862691427965043,132.98534460755806,0.8862691427964982
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,2,True,0.010806857525641976,0.9878725949849804,0,0.29774206833049355,2,1,0.6275658951945898,0|12,0.3724341048043749,67.39914259521142,0.6275658951945898
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,3,True,0.011277298711946286,0.9732215352592154,0,0.4429790128894693,2,0,0.6097260472209688,0|12,0.6097260472209729,0.0,0.6097260472209688
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,4,True,0.011939679222539672,0.8924543429874741,1,0.8938900858613428,2,1,0.724591851633769,1|11,0.7245918516337735,77.62009887108171,0.724591851633769
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,5,True,0.012216054647330487,0.8671201796159755,1,0.99581030133301,2,1,0.9365041818380839,1|11,0.9365041818380856,170.26400202166332,0.9365041818380839
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,6,False,4804.201581413491,0.5,2,2.0,2,2,0.9868813693396733,2|10,0.999999999997051,65.160206799041,0.9868813693396733
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,7,False,4804.201581420445,0.4999999999999999,2,2.0,2,2,0.9868813693388778,2|10,0.9999999999962027,20.16020679904928,0.9868813693388778
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,8,False,10051.82906464349,1.0,0,0.0,1,0,0.9610581695239202,0|12,0.9999999989310269,0.0,0.9610581695239202
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,9,False,10731.151456155232,-8.673617379884034e-18,3,3.0,2,3,0.963632027377188,3|9,0.9999999998820333,1.023491325874073,0.963632027377188
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,10,False,10731.15145626337,1.9081958235744853e-17,3,3.0,2,3,0.9636320274870315,3|9,0.999999999997108,31.023491325888486,0.9636320274870315
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,11,False,11588.806647934458,0.8660254037844386,1,1.0,2,1,0.9678724550707178,1|11,0.9999999996801148,155.30768894542555,0.9678724550707178
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,12,False,11588.806648018413,0.8660254037844386,1,1.0,2,1,0.967872455361611,1|11,0.9999999999795974,65.30768894541977,0.967872455361611
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,13,False,14505.982577860437,0.5,2,2.0,2,2,0.6305011470174084,2|10,0.9999999879393985,51.36346100382544,0.6305011470174084
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,14,False,14505.982577885867,0.5000000000000001,2,1.9999999999999998,2,2,0.630501153050666,2|10,0.9999999988014254,6.363461105675,0.630501153050666
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,15,False,16246.62739507361,-0.5,4,4.0,2,4,0.911979072739096,4|8,0.999999999699848,26.03242174648152,0.911979072739096
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,16,False,16246.627395313757,-0.5,4,4.0,2,4,0.9119790729955952,4|8,0.9999999999867155,3.5324217465083922,0.9119790729955952
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,17,False,16734.715292813366,0.5,2,2.0,2,2,0.9408199296066848,2|10,0.9999999995544536,29.64268866043872,0.9408199296066848
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,18,False,16734.715292892477,0.5,2,2.0,2,2,0.9408199300099197,2|10,0.9999999999858642,74.64268866037214,0.9408199300099197
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,19,False,20966.82370640394,-0.8660254037844387,5,5.0,2,5,0.7897956294213312,5|7,0.9999999998999997,20.975027244763666,0.7897956294213312
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,20,False,20966.823706484854,-0.8660254037844387,5,5.0,2,5,0.7897956294972699,5|7,0.9999999999925654,2.975027244717078,0.7897956294972699
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,21,False,22994.781338860674,-1.908195823574483e-17,3,3.0,2,3,0.9071755164959023,3|9,0.999999999954281,23.02167984211711,0.9071755164959023
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,22,False,22994.781338875833,1.5612511283791258e-17,3,3.0,2,3,0.9071755164814382,3|9,0.9999999999389003,53.021679842125636,0.9071755164814382
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,23,False,23360.257730703113,-0.9999999999999999,6,5.999999971540878,1,6,0.9999999997917636,6,0.9999999997917636,19.107231570260588,0.9999999997917636
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,24,False,29060.256832562307,-0.5,4,4.0,2,4,0.8647202707984875,4|8,0.9999999999695118,22.285043499520985,0.8647202707984875
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,25,False,29060.25683258114,-0.49999999999999994,4,3.9999999999999996,2,4,0.8647202708054653,4|8,0.9999999999732152,44.78504349945782,0.8647202708054653
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,26,False,29778.881538095517,1.0,0,0.0,1,0,0.9110084173251151,0|12,0.9999999980016563,0.0,0.9110084173251151
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,27,False,32398.953465091734,-1.0,6,6.0,1,6,0.9999999999656527,6,0.9999999999656527,1.8150134648374112,0.9999999999656527
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,28,False,33047.033383200855,-0.8660254037844387,5,5.0,2,5,0.6534214039200664,5|7,0.9999999999693475,11.850301902709765,0.6534214039200664
c12,12,discrete,1,0.8888888888888888,60.0,108,18,38916,29,False,33047.03338321377,-0.8660254037844387,5,5.0,2,5,0.6534214039273002,5|7,0.9999999999852975,29.850301902690568,0.6534214039273002
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,0,True,0.007640048660741296,0.6677795881184957,1,0.8017346200411615,2,1,0.9492824562642371,1|5|7|11,0.949282456264906,3.3810829103091224,0.9492824562642371
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,1,True,0.008435524920043467,0.5033423570836931,1,0.9963103994926044,2,1,0.7602935267004947,1|5|7|11,0.760293526700699,122.53331581988147,0.7602935267004947
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,2,True,0.009876390181679427,0.8300897417933782,1,0.5648673707004153,2,1,0.6143405858247576,1|5|7|11,0.6143405858251907,67.60809314329974,0.6143405858247576
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,3,True,0.010608265190695134,0.6485833166603692,1,0.826085416882583,2,1,0.6627323011219493,1|5|7|11,0.6627323011221171,120.1635137151134,0.6627323011219493
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,4,True,0.012111004748792394,0.8078757978021778,1,0.6018515451635849,2,1,0.5056908293413444,1|5|7|11,0.5056908293415419,153.78791190358584,0.5056908293413444
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,5,True,0.015010878446247187,0.5423291985418865,1,0.9526276886041731,2,1,0.8108916482209163,1|5|7|11,0.8108916482212204,41.39442369430483,0.8108916482209163
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,6,False,3603.4106491756065,-0.5000000000000001,2,2.0,2,2,0.8639654109831146,2|4|8|10,0.9999999999922192,5.189800648047552,0.8639654109831146
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,7,False,3603.410649178941,-0.5,2,2.0,2,2,0.8639654109841145,2|4|8|10,0.999999999993429,50.189800648043544,0.8639654109841145
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,8,False,6197.103932071276,-1.0,3,3.0,1,3,0.95572826549071,3|9,0.9999999999900177,37.06728551941608,0.95572826549071
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,9,False,7620.511140489175,0.4999999999999999,1,1.0,2,1,0.7735399500007514,1|5|7|11,0.9999999999444942,102.07226241911232,0.7735399500007514
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,10,False,7620.51114060166,0.5,1,1.0,2,1,0.773539949619757,1|5|7|11,0.999999999489982,12.072262418064048,0.773539949619757
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,11,False,7684.69215454234,0.9999999999999999,0,1.4229560770859897e-08,1,0,0.62038282850692,0|6|12,0.9999999983305814,0.0,0.62038282850692
c6_arc1,6,discrete,1,0.9444444444444444,60.0,108,18,37926,12,False,9337.120391745897,-1.0,3,3.0,1,3,0.925824541817373,3|9,0.9999999997483963,11.127216355581641,0.925824541817373
