xi_c,half_xi,depth_frac,r1_mm,r2_mm,s_bar_pct,m,n,matched,purity,mac,ndof,nr,ntheta,nz,shape_exact,eta_lin,eta_kirchhoff_exact,eta_3d,e_lin_abs,e_lin_rel,e_modelform_abs,e_modelform_rel,e_total_abs,e_total_rel,delta_modelform,kappa_modelform,ritz_n_trial,ritz_abs_change,ritz_ntrial_rel_change,e_pert_a2_gaussian_rel
0.3,0.1,0.25,19.632,23.864000000000004,11.562500000000009,2,0,True,0.9999999998866692,0.999450509732654,99648,20,48,4,True,-0.1266068969450895,-0.1745945195731748,-0.2056231152078713,0.0479876226280853,0.2748518266518273,0.0310285956346965,0.1509003285128165,0.0790162182627818,0.3842769242305353,-0.0310285956346965,1.1777180389771171,36,1.9451588225916083e-05,0.0001114100733142,0.1085530118037943
0.3,0.1,0.25,19.632,23.864000000000004,11.562500000000009,3,0,True,0.9999999999651216,0.9996655509753876,99648,20,48,4,True,-0.0931312866718471,-0.1135145972615846,-0.1291835871850005,0.0203833105897375,0.1795655455902814,0.0156689899234159,0.1212924200732772,0.0360523005131534,0.279078026077135,-0.0156689899234159,1.138035021939144,36,2.215561165586077e-05,0.000195178524968,0.0730958485318568
0.3,0.1,0.5,19.632,23.864000000000004,17.500000000000014,0,0,True,0.9999999970924196,0.9969473165337304,95616,20,48,4,True,-0.2077221877313663,-0.5117414730838337,-0.5123493329102375,0.3040192853524673,0.5940876425754589,0.0006078598264038,0.0011864167421691,0.3046271451788712,0.5945692237921606,-0.0006078598264038,1.001187825998821,36,1.430252464595938e-05,2.7948730752209985e-05,0.2426848347970285
0.3,0.1,0.5,19.632,23.864000000000004,17.500000000000014,1,0,True,0.9999999986477848,0.9964290276551564,95616,20,48,4,True,-0.2090444848810796,-0.484224019250836,-0.530640881190666,0.2751795343697563,0.5682897242385839,0.0464168619398299,0.0874732113283066,0.3215963963095863,0.6060528084228638,-0.0464168619398299,1.0958582393571543,36,3.835578836763887e-06,7.92108339172864e-06,0.2265707192214358
0.3,0.1,0.5,19.632,23.864000000000004,17.500000000000014,2,0,True,0.9999999999052688,0.997618230443694,95616,20,48,4,True,-0.1896473325530913,-0.3683814276041079,-0.4354994347316259,0.1787340950510166,0.4851875845464677,0.0671180071275179,0.1541173231806351,0.2458521021785345,0.5645290959563232,-0.0671180071275179,1.1821970438739065,36,4.286215908533286e-05,0.0001163526602415,0.1793102940201209
0.3,0.1,0.5,19.632,23.864000000000004,17.500000000000014,3,0,True,0.9999999999658584,0.9984046561976596,95616,20,48,4,True,-0.139048272707846,-0.2179927339699064,-0.2556736156825049,0.0789444612620604,0.3621426266113924,0.0376808817125984,0.1473788431865041,0.1166253429746588,0.4561493084193875,-0.0376808817125984,1.172853842540459,36,2.8935417656250628e-05,0.0001327356977881,0.1223489427141872
0.5,0.1,0.25,23.864000000000004,28.096000000000004,11.5625,0,0,True,0.9999999979751336,0.9986592861390832,99648,20,48,4,True,-0.0395261789980975,-0.0791182298985865,-0.0919079165004943,0.0395920509004889,0.5004162877662699,0.0127896866019078,0.1391576165458938,0.0523817375023967,0.5699371664258654,-0.0127896866019078,1.161652840543849,36,1.968927274076382e-05,0.0002488588630711,0.2703221451836967
0.5,0.1,0.25,23.864000000000004,28.096000000000004,11.5625,1,0,True,0.9999999990262716,0.9987936106364372,99648,20,48,4,True,-0.042980924265651,-0.0782545578621737,-0.0961334529827184,0.0352736335965227,0.4507550046944051,0.0178788951205447,0.1859799535522641,0.0531525287170674,0.5529035634101532,-0.0178788951205447,1.2284709748412872,36,1.0149688194571738e-05,0.0001297009205834,0.2443137602051195
0.5,0.1,0.25,23.864000000000004,28.096000000000004,11.5625,2,0,True,0.999999999862232,0.9991257254400392,99648,20,48,4,True,-0.0590112049854243,-0.0816406964830006,-0.1025064966366346,0.0226294914975762,0.2771839593784974,0.020865800153634,0.2035558802443438,0.0434952916512103,0.4243174147819387,-0.020865800153634,1.2555808690091068,36,2.901074735150999e-05,0.0003553466420702,0.1506940758246532
0.5,0.1,0.25,23.864000000000004,28.096000000000004,11.5625,3,0,True,0.999999999954414,0.999416674422868,99648,20,48,4,True,-0.0779419358207288,-0.0890262351351215,-0.1001640686910085,0.0110842993143926,0.1245059874493092,0.011137833555887,0.1111958979047229,0.0222221328702797,0.2218573302850921,-0.011137833555887,1.1251073185222575,36,4.967038351466613e-05,0.0005579297320534,0.0705248914158113
