xi_d,s_bar,sigma_rel,n_real,seed,abs_err_xi_mm_median,abs_err_xi_mm_iqr,abs_err_xi_mm_p90,abs_err_xi_mm_p95,abs_err_s_pp_median,abs_err_s_pp_p95,bias_xi_mm,bias_s_pp,std_xi_mm,std_s_pp,crlb_xi_mm,crlb_s_pp,ratio_std_over_crlb_xi,ratio_std_over_crlb_s,boundary_hit_prob,coverage95_xi,coverage95_s,cond2,mass_coupling,n_starts,free_w,truth_model,corr_xi_s,ellipse_major,ellipse_minor,ellipse_angle_deg,n_real_requested,reduced,surrogate_half_xi,loo_xi_resid_rel_median,loo_xi_resid_rel_p95,width_transfer_resid_rel_median
0.3,0.12,0.001,1000,20260834,1.7885559408080636,0.19972257593519016,2.000552404452768,2.0781657394836324,3.0071241856386433,3.5263610918730475,-1.799327324016809,3.005110332618485,0.15615378390014384,0.3274357659423438,0.139701768511541,0.29689961397984055,1.1177652621286873,1.102850089810412,0.0,0.0,0.0,8.83395353806419,exact,4,False,3d_rail_surrogate,0.9782170950246568,0.008049385301339577,0.0006231536201278345,-156.38736726234615,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.12,0.003,1000,20260835,1.7936043705367506,0.6548769164118622,2.5588183126660042,2.8005192000717214,3.008274789538307,4.71730080985196,-1.8588207909239005,3.025063539594993,0.59314824924941,1.0182960176253542,0.41910530553462233,0.8906988419395202,1.4152725852343333,1.1432551269607445,0.003,0.008,0.11,8.833953538064193,exact,4,False,3d_rail_surrogate,0.7929978964835321,0.02922418972237507,0.005950540639362398,-163.21332161079945,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.135,0.0001,1000,20260836,1.7246702950395214,0.01848046218936794,1.7405171457971376,1.7454648896055542,4.666208435139062,4.723823403769707,-1.724249719816866,4.668004754179324,0.013185096444748677,0.03449011750407364,0.012438638769821783,0.029839754891807478,1.0600112028928699,1.155844531200989,0.0,0.0,0.0,8.197423220003582,exact,4,False,3d_rail_surrogate,0.981653730532065,0.0007098561169662408,5.772710270532793e-05,-151.27457322045385,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.135,0.0003,1000,20260837,1.7294547720561357,0.052388622035554944,1.775745463375575,1.7931280470631672,4.655249309358443,4.818896992003987,-1.7292747586730917,4.65471002914585,0.03856176474112838,0.10033112186684315,0.037315916309465326,0.08951926467542239,1.0333865158591062,1.1207768766937733,0.0,0.0,0.0,8.197423220003582,exact,4,False,3d_rail_surrogate,0.97858281745818,0.002072378147874711,0.0001816210521598989,-151.44670755312785,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.135,0.001,1000,20260838,1.7261011949505676,0.18224879183494913,1.9094708281922381,1.9553366566408807,4.664560343612574,5.211429269980708,-1.7303018030507806,4.658958469394205,0.13531020161928095,0.35056858660736395,0.12438638769821757,0.2983975489180742,1.0878216187736427,1.174837353317582,0.0,0.0,0.0,8.19742322000358,exact,4,False,3d_rail_surrogate,0.9809994804040428,0.0072679381494714715,0.0005984137614859424,-151.51755983481516,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.135,0.003,1000,20260839,1.729611053493945,0.5436491717407912,2.30523272445366,2.467521864503798,4.690147075374769,6.361671407201628,-1.7556842446245424,4.694720645636878,0.42761591352432204,1.0151005673525224,0.3731591630946537,0.8951926467542248,1.1459343781834324,1.133946498592295,0.001,0.001,0.001,8.197423220003586,exact,4,False,3d_rail_surrogate,0.8782539318343952,0.022178149916383172,0.0044230981513774135,-155.1392856207451,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.15,0.0001,1000,20260840,1.8547296493533576,0.015140149114639456,1.8699712527444678,1.8747725044266879,6.40513553179809,6.467629056737407,-1.8546848683128432,6.406249174293948,0.011901302931989828,0.03565052126846029,0.011216152618351008,0.030011600697126807,1.061086036981864,1.1878913633511503,0.0,0.0,0.0,7.731723167635485,exact,4,False,3d_rail_surrogate,0.9818434268145932,0.0006634392563672256,5.7331747260013054e-05,-147.8351767425518,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.15,0.0003,1000,20260841,1.852406202160601,0.04709995300273584,1.8995098268058304,1.9131228777416234,6.410467267766009,6.596677440644141,-1.853208327640827,6.411295723251406,0.03637591716361259,0.10953279263216846,0.03364845785505306,0.09003480209138057,1.0810574832376734,1.2165605975453633,0.0,0.0,0.0,7.7317231676354865,exact,4,False,3d_rail_surrogate,0.9835511556502745,0.00203149667210198,0.00016742323619897134,-147.67942197843865,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.15,0.001,1000,20260842,1.8531896275009472,0.16772678650063488,2.0084141048133177,2.0499071876509483,6.405847608531941,6.982361299274982,-1.856517438196833,6.408868738521438,0.11996167208200914,0.3549132158984674,0.11216152618351026,0.3001160069712686,1.0695438637821035,1.182586758634453,0.0,0.0,0.0,7.731723167635483,exact,4,False,3d_rail_surrogate,0.9806407975177049,0.0066623710028654495,0.0005913802229804959,-148.17359664150138,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.3,0.15,0.003,1000,20260843,1.8688660688116825,0.4645456692297061,2.344596922693789,2.5425957978856633,6.421456679746699,8.118887790857597,-1.9051470742379892,6.399569789711624,0.4368839062268746,1.0532528229457434,0.33648457855053043,0.9003480209138048,1.2983772038196604,1.1698285534928463,0.003,0.0,0.0,7.7317231676354785,exact,4,False,3d_rail_surrogate,0.6768999341740177,0.022007198967016323,0.0072734480659895516,-158.48398792454023,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.35,0.12,0.0001,1000,20260844,1.7863488563074665,0.01658840121946059,1.8017958014300945,1.8053980496377056,3.0767471159314805,3.1279156089842237,-1.7862580431757729,3.0767697334817687,0.012174058238950184,0.030714747963000458,0.012912736536024053,0.029310332802508086,0.9427945970234041,1.0479153604278486,0.0,0.0,0.0,6.882374863142965,exact,4,False,3d_rail_surrogate,0.9644908162444316,0.0006482004344348319,7.200334888201595e-05,-152.3861145651241,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.35,0.12,0.0003,1000,20260845,1.7876451870782635,0.050837052421962126,1.8374574724773423,1.8503532792226995,3.073732567157464,3.2280230093186217,-1.7876227381769614,3.0736455713439153,0.03816011384181183,0.09562250704506378,0.038738209608072144,0.08793099840752423,0.9850768589434279,1.0874720949021022,0.0,0.0,0.0,6.882374863142966,exact,4,False,3d_rail_surrogate,0.9681334651380048,0.0020301214862831415,0.000212729044836803,-152.49945516307596,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.35,0.12,0.001,1000,20260846,1.7789728052080962,0.16576258309498293,1.9507581592844125,1.9921893329065143,3.0838432534660036,3.592349083842171,-1.7863516302626958,3.0823768701389116,0.12430027563626873,0.3130953258425271,0.1291273653602406,0.293103328025081,0.9626176085099759,1.068208020537165,0.0,0.0,0.0,6.882374863142967,exact,4,False,3d_rail_surrogate,0.9637634769982406,0.0066151524798518865,0.0007416704947476506,-152.43550192898863,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.35,0.12,0.003,1000,20260847,1.7885465147879662,0.5217572146964584,2.2972618620359446,2.473996272456926,3.0664772437221943,4.626608804376474,-1.8019006748857764,3.0730101808955497,0.38286140880654734,0.9528635242389059,0.38738209608072194,0.8793099840752435,0.9883301594990785,1.0836491584262147,0.0,0.001,0.079,6.882374863142967,exact,4,False,3d_rail_surrogate,0.9661002829006454,0.02033180174248241,0.002189180826090052,-152.69110730703093,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
0.35,0.135,0.0001,1000,20260848,1.8442554581313226,0.014397239386866545,1.858505275142281,1.8624026504209452,4.659465979824207,4.714362171808334,-1.844425760713811,4.659002123978983,0.010823636792014278,0.03265415689756844,0.011492915027888096,0.029530593490480646,0.9417660154756403,1.1057738107462924,0.0,0.0,0.0,6.405822270123968,exact,4,False,3d_rail_surrogate,0.970992891426351,0.0006032351312253068,6.620703594835319e-05,-147.7715881883962,1000,False,0.1,0.014496241614285168,0.16178862724753038,0.06845739741129697
